# BUSCO version is: 6.0.0 
# The lineage dataset is: eukaryota_odb12 (Creation date: 2025-07-01, number of genomes: 456, number of BUSCOs: 129)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
10040024at2759	Missing
10248812at2759	Missing
10249111at2759	Complete	contig_214	6572	7713	+	127.0	326	https://www.orthodb.org/?query=10249111at2759	PELOTA
10249309at2759	Missing
10249667at2759	Complete	contig_301	6177	5639	-	119.2	158	https://www.orthodb.org/?query=10249667at2759	malignant t-cell-amplified sequence 1
10250970at2759	Missing
10251185at2759	Complete	contig_423	48681	49273	+	182.6	169	https://www.orthodb.org/?query=10251185at2759	kinase
10251574at2759	Missing
10252281at2759	Missing
10252405at2759	Missing
10252587at2759	Complete	contig_149	26151	25532	-	75.3	185	https://www.orthodb.org/?query=10252587at2759	GINS complex
10252687at2759	Fragmented	contig_109	4449	3262	-	38.5	247	https://www.orthodb.org/?query=10252687at2759	PCI domain-containing protein
10252707at2759	Missing
10253092at2759	Complete	contig_255	5429	6180	+	77.8	141	https://www.orthodb.org/?query=10253092at2759	Ribosome maturation protein
10253098at2759	Complete	contig_289	38968	40116	+	215.1	378	https://www.orthodb.org/?query=10253098at2759	histone acetyltransferase
10254665at2759	Missing
10254730at2759	Missing
10255118at2759	Missing
10256122at2759	Missing
10256606at2759	Complete	contig_171	10199	10833	+	100.0	153	https://www.orthodb.org/?query=10256606at2759	DNA-directed RNA polymerase
10261062at2759	Complete	contig_415	8681	8001	-	50.1	62	https://www.orthodb.org/?query=10261062at2759	adenylyltransferase
10261146at2759	Missing
10261918at2759	Missing
10262062at2759	Missing
10262308at2759	Missing
10262326at2759	Complete	contig_13	1288	27	-	270.2	357	https://www.orthodb.org/?query=10262326at2759	Transferase
10263536at2759	Complete	contig_149	14261	15405	+	231.3	315	https://www.orthodb.org/?query=10263536at2759	aminomethyltransferase
10263597at2759	Missing
10264038at2759	Missing
10264378at2759	Complete	contig_342	8668	6835	-	146.6	480	https://www.orthodb.org/?query=10264378at2759	u3 small nucleolar RNA-associated protein
10264544at2759	Fragmented	contig_105	17481	16087	-	101.9	246	https://www.orthodb.org/?query=10264544at2759	protein
10264728at2759	Missing
10264910at2759	Missing
10265695at2759	Missing
10267031at2759	Missing
10267436at2759	Complete	contig_76	9631	8068	-	461.0	381	https://www.orthodb.org/?query=10267436at2759	Notchless
